domain,name,category,prompts,wikipedia
profession,Chief_Medical_Officer,corporate_titles,"By extension, chief medical officer is also used ","By extension, chief medical officer is also used as a job title, for the physician who is the professional lead of all physicians at a hospital."
profession,Chief_Operating_Officer,corporate_titles,"A chief operating officer, also called a chief ","A chief operating officer, also called a chief operations officer, is one of the highest-ranking executive positions in an organization, comprising part of the ""C-suite""."
profession,Chief_Operating_Officer,corporate_titles,"A chief operating officer, also called a chief ","Linda Mantia, the chief operating officer, reported to the president on corporate strategy while continuing to report to the CEO on all other matters including corporate development, Analytics, Technology, Marketing, Innovation, human resources, regulatory and public affairs, global resourcing and procurement, and the global program office.At the World Bank, the president outranks the other executives including the CEO and chief economist."
profession,Chief_Operating_Officer,corporate_titles,"Linda Mantia, the chief operating officer, reported to ","A chief operating officer, also called a chief operations officer, is one of the highest-ranking executive positions in an organization, comprising part of the ""C-suite""."
profession,Chief_Operating_Officer,corporate_titles,"Linda Mantia, the chief operating officer, reported to ","Linda Mantia, the chief operating officer, reported to the president on corporate strategy while continuing to report to the CEO on all other matters including corporate development, Analytics, Technology, Marketing, Innovation, human resources, regulatory and public affairs, global resourcing and procurement, and the global program office.At the World Bank, the president outranks the other executives including the CEO and chief economist."
profession,Human_resources,corporate_titles,Human resources describes the people who make ,"Human resources describes the people who make up the workforce of an organization, industry, business sector, or economy."
profession,Human_resources,corporate_titles,Human resources describes the people who make ,Ensure that human resources practices conform to various regulations.
profession,Human_resources,corporate_titles,Ensure that human resources practices conform to ,"Human resources describes the people who make up the workforce of an organization, industry, business sector, or economy."
profession,Human_resources,corporate_titles,Ensure that human resources practices conform to ,Ensure that human resources practices conform to various regulations.
profession,Chief_Privacy_Officer,corporate_titles,The Chief Privacy Officer is a senior level ,"The Chief Privacy Officer is a senior level executive within a growing number of global corporations, public agencies and other organizations, responsible for managing risks related to information privacy laws and regulations."
profession,Chief_Privacy_Officer,corporate_titles,The Chief Privacy Officer is a senior level ,The role of the Chief Privacy Officer was solidified within the U.S. corporate world in November 2000 with the naming of Harriet Pearson as Chief Privacy Officer for IBM Corporation.
profession,Chief_Privacy_Officer,corporate_titles,The role of the Chief Privacy Officer was ,"The Chief Privacy Officer is a senior level executive within a growing number of global corporations, public agencies and other organizations, responsible for managing risks related to information privacy laws and regulations."
profession,Chief_Privacy_Officer,corporate_titles,The role of the Chief Privacy Officer was ,The role of the Chief Privacy Officer was solidified within the U.S. corporate world in November 2000 with the naming of Harriet Pearson as Chief Privacy Officer for IBM Corporation.
profession,Chief_Process_Officer,corporate_titles,A chief process officer is an executive responsible for ,A chief process officer is an executive responsible for business process management at the highest level of an organization.
profession,Chief_Product_Officer,corporate_titles,"A Chief Product Officer, sometimes known as VP ","A Chief Product Officer, sometimes known as VP of Product or Head of Product, is a corporate title referring to an executive responsible for various product-related activities in an organization."
profession,Chief_Research_Officer,corporate_titles,"The chief research officer, research officer, or research ","The chief research officer, research officer, or research director, is a job title commonly given to the most senior executive in an enterprise responsible for the research that supports enterprise goals."
profession,Chief_Restructuring_Officer,corporate_titles,A chief restructuring officer is a senior officer ,A chief restructuring officer is a senior officer of a company given broad powers to renegotiate all aspects of a company’s finances to deal with an impending bankruptcy or to restructure a company following a bankruptcy filing.
profession,Chief_Revenue_Officer,corporate_titles,A chief revenue officer is a corporate officer ,A chief revenue officer is a corporate officer  responsible for all revenue generation processes in an organization.
profession,Chief_Risk_Officer,corporate_titles,The chief risk officer or chief risk management officer ,"The chief risk officer or chief risk management officer of a firm or corporation is the executive accountable for enabling the efficient and effective governance of significant risks, and related opportunities, to a business and its various segments."
profession,Chief_Risk_Officer,corporate_titles,The chief risk officer or chief risk management officer ,"The role of the Chief Risk Officer is becoming increasing important in financial, investment, and insurance sectors."
profession,Chief_Risk_Officer,corporate_titles,The role of the Chief Risk Officer is ,"The chief risk officer or chief risk management officer of a firm or corporation is the executive accountable for enabling the efficient and effective governance of significant risks, and related opportunities, to a business and its various segments."
profession,Chief_Risk_Officer,corporate_titles,The role of the Chief Risk Officer is ,"The role of the Chief Risk Officer is becoming increasing important in financial, investment, and insurance sectors."
profession,Chief_Security_Officer,corporate_titles,A chief security officer is an organization's most ,"A chief security officer is an organization's most senior executive accountable for the development and oversight of policies and programs intended for the mitigation and/or reduction of compliance, operational, strategic, financial and reputational security risk strategies relating to the protection of people, intellectual assets and tangible property."
profession,Chief_Security_Officer,corporate_titles,A chief security officer is an organization's most ,"Chief Security Officer - An Organizational Model, ANSI/ASIS CSO.1-2013"
profession,Chief_Security_Officer,corporate_titles,"Chief Security Officer - An Organizational Model, ","A chief security officer is an organization's most senior executive accountable for the development and oversight of policies and programs intended for the mitigation and/or reduction of compliance, operational, strategic, financial and reputational security risk strategies relating to the protection of people, intellectual assets and tangible property."
profession,Chief_Security_Officer,corporate_titles,"Chief Security Officer - An Organizational Model, ","Chief Security Officer - An Organizational Model, ANSI/ASIS CSO.1-2013"
profession,Chief_Services_Officer,corporate_titles,The chief services officer is a position at ,The chief services officer is a position at the head of a firm carrying significant service design responsibilities.
profession,Chief_Strategy_Officer,corporate_titles,"A chief strategy officer, or chief strategist, is ","A chief strategy officer, or chief strategist, is an executive responsible for assisting the chief executive officer with developing, communicating, executing, and sustaining corporate strategic initiatives."
profession,Supply-chain_management,corporate_titles,Supply-chain management has been defined  as ,"Supply-chain management has been defined  as the ""design, planning, execution, control, and monitoring of supply-chain activities with the objective of creating net value, building a competitive infrastructure, leveraging worldwide logistics, synchronizing supply with demand and measuring performance globally."""
profession,Supply-chain_management,corporate_titles,Supply-chain management has been defined  as ,"Current research in supply-chain management is concerned with topics related to sustainability and risk management, among others."
profession,Supply-chain_management,corporate_titles,Current research in supply-chain management is concerned ,"Supply-chain management has been defined  as the ""design, planning, execution, control, and monitoring of supply-chain activities with the objective of creating net value, building a competitive infrastructure, leveraging worldwide logistics, synchronizing supply with demand and measuring performance globally."""
profession,Supply-chain_management,corporate_titles,Current research in supply-chain management is concerned ,"Current research in supply-chain management is concerned with topics related to sustainability and risk management, among others."
profession,Chief_Sustainability_Officer,corporate_titles,"The chief sustainability officer, sometimes known by other ","The chief sustainability officer, sometimes known by other titles, is the corporate title of an executive position within a corporation that is in charge of the corporation's ""environmental"" programmes."
profession,Chief_Technology_Officer,corporate_titles,"A chief technology officer, sometimes known as a ","A chief technology officer, sometimes known as a chief technical officer or chief technologist, is an executive-level position in a company or other entity whose occupation is focused on the scientific and technological issues within an organization.A CTO is very similar to a chief information officer."
profession,Chief_Visibility_Officer,corporate_titles,A chief visibility officer  or director of ,"A chief visibility officer  or director of visibility is an individual appointed to oversee all aspects of performance across retail stores, corporations or organizations as part of the C-Suite of executives."
profession,Chief_Visionary_Officer,corporate_titles,A chief visionary officer or chief vision officer ,A chief visionary officer or chief vision officer is an executive function in a company like CEO or COO.
profession,Chief_Web_Officer,corporate_titles,A chief web officer is the highest-ranking corporate ,"A chief web officer is the highest-ranking corporate officer in charge of an organisation's Web presence, including all internet and intranet sites."
profession,Auto_mechanic,industrial_occupations,An auto mechanic  is a mechanic ,An auto mechanic  is a mechanic with a variety of automobile makes or either in a specific area or in a specific make of automobile.
profession,Auto_mechanic,industrial_occupations,An auto mechanic  is a mechanic ,"The auto mechanic has a physically demanding job, often exposed to extreme temperatures, lifting heavy objects and staying in uncomfortable positions for extended periods."
profession,Auto_mechanic,industrial_occupations,The auto mechanic has a physically demanding ,An auto mechanic  is a mechanic with a variety of automobile makes or either in a specific area or in a specific make of automobile.
profession,Auto_mechanic,industrial_occupations,The auto mechanic has a physically demanding ,"The auto mechanic has a physically demanding job, often exposed to extreme temperatures, lifting heavy objects and staying in uncomfortable positions for extended periods."
profession,Bobbin_boy,industrial_occupations,A bobbin boy was a boy who ,A bobbin boy was a boy who worked in a textile mill in the 18th and early 19th centuries.
profession,Bobbin_boy,industrial_occupations,A bobbin boy was a boy who ,"The job as a bobbin boy was extremely dangerous, and there was always an extreme risk of death."
profession,Bobbin_boy,industrial_occupations,The job as a bobbin boy was ,A bobbin boy was a boy who worked in a textile mill in the 18th and early 19th centuries.
profession,Bobbin_boy,industrial_occupations,The job as a bobbin boy was ,"The job as a bobbin boy was extremely dangerous, and there was always an extreme risk of death."
profession,Arborist,industrial_occupations,"An arborist, tree surgeon, or arboriculturist, ","An arborist, tree surgeon, or arboriculturist, is a professional in the practice of arboriculture, which is the cultivation, management, and study of individual trees, shrubs, vines, and other perennial woody plants in dendrology and horticulture."
profession,Arborist,industrial_occupations,"An arborist, tree surgeon, or arboriculturist, ","Arborists generally focus on the health and safety of individual plants and trees, rather than managing forests or harvesting wood."
profession,Arborist,industrial_occupations,Arborists generally focus on the health ,"An arborist, tree surgeon, or arboriculturist, is a professional in the practice of arboriculture, which is the cultivation, management, and study of individual trees, shrubs, vines, and other perennial woody plants in dendrology and horticulture."
profession,Arborist,industrial_occupations,Arborists generally focus on the health ,"Arborists generally focus on the health and safety of individual plants and trees, rather than managing forests or harvesting wood."
profession,Felling,industrial_occupations,Felling is the process of cutting ,"Felling is the process of cutting down individual trees, an element of the task of logging."
profession,Filling_station_attendant,industrial_occupations,A filling station attendant or gas station attendant ,A filling station attendant or gas station attendant is a worker at a full-service filling station who performs services other than accepting payment.
profession,Filling_station_attendant,industrial_occupations,A filling station attendant or gas station attendant ,Filling station attendants are still employed at gas stations in many countries.
profession,Filling_station_attendant,industrial_occupations,Filling station attendants are still employed at gas stations ,A filling station attendant or gas station attendant is a worker at a full-service filling station who performs services other than accepting payment.
profession,Filling_station_attendant,industrial_occupations,Filling station attendants are still employed at gas stations ,Filling station attendants are still employed at gas stations in many countries.
profession,Construction_foreman,industrial_occupations,A construction foreman is the worker or ,A construction foreman is the worker or skilled tradesperson who is in charge of a construction crew.
profession,Maintenance_engineering,industrial_occupations,Maintenance Engineering is the discipline and profession ,"Maintenance Engineering is the discipline and profession of applying engineering concepts for the optimization of equipment, procedures, and departmental budgets to achieve better maintainability, reliability, and availability of equipment."
profession,Maintenance_engineering,industrial_occupations,Maintenance Engineering is the discipline and profession ,"Maintenance, and hence maintenance engineering, is increasing in importance due to rising amounts of equipment, systems, machineries and infrastructure."
profession,Maintenance_engineering,industrial_occupations,"Maintenance, and hence maintenance engineering, is increasing ","Maintenance Engineering is the discipline and profession of applying engineering concepts for the optimization of equipment, procedures, and departmental budgets to achieve better maintainability, reliability, and availability of equipment."
profession,Maintenance_engineering,industrial_occupations,"Maintenance, and hence maintenance engineering, is increasing ","Maintenance, and hence maintenance engineering, is increasing in importance due to rising amounts of equipment, systems, machineries and infrastructure."
profession,Mechanic,industrial_occupations,"A mechanic is an artisan, skilled ","A mechanic is an artisan, skilled tradesperson, or technician who uses tools to build, maintain, or repair machinery."
profession,Mechanic,industrial_occupations,"A mechanic is an artisan, skilled ",A mechanic is typically certified by a trade association or regional government power.
profession,Mechanic,industrial_occupations,A mechanic is typically certified by ,"A mechanic is an artisan, skilled tradesperson, or technician who uses tools to build, maintain, or repair machinery."
profession,Mechanic,industrial_occupations,A mechanic is typically certified by ,A mechanic is typically certified by a trade association or regional government power.
profession,Miller,industrial_occupations,A miller is a person who ,"A miller is a person who operates a mill, a machine to grind a grain to make flour."
profession,Miller,industrial_occupations,A miller is a person who ,"""Miller"", ""Milne"", and other variants are common surnames, as are their equivalents in other languages around the world."
profession,Miller,industrial_occupations,"""Miller"", ""Milne"", and other variants are ","A miller is a person who operates a mill, a machine to grind a grain to make flour."
profession,Miller,industrial_occupations,"""Miller"", ""Milne"", and other variants are ","""Miller"", ""Milne"", and other variants are common surnames, as are their equivalents in other languages around the world."
profession,Moldmaker,industrial_occupations,A moldmaker or molder is a ,"A moldmaker or molder is a skilled tradesperson who fabricates moulds for use in casting metal products.Moldmakers are generally employed in foundries, where molds are used to cast products from metals such as aluminium and cast iron."
profession,Panel_beater,industrial_occupations,Panel beater or panelbeater is a term ,Panel beater or panelbeater is a term used in some Commonwealth countries to describe a person who repairs vehicle bodies back to their factory state after having been damaged.
profession,Panel_beater,industrial_occupations,Panel beater or panelbeater is a term ,Accident repair may require the panel beater to repair or replace parts of a vehicle.
profession,Panel_beater,industrial_occupations,Accident repair may require the panel beater ,Panel beater or panelbeater is a term used in some Commonwealth countries to describe a person who repairs vehicle bodies back to their factory state after having been damaged.
profession,Panel_beater,industrial_occupations,Accident repair may require the panel beater ,Accident repair may require the panel beater to repair or replace parts of a vehicle.
profession,Patternmaker,industrial_occupations,A patternmaker is a skilled ,"A patternmaker is a skilled worker who may produce patterns on paper or fabric for use in the clothing industry, or patterns for use in the metalworking industry."
profession,Patternmaker,industrial_occupations,A patternmaker is a skilled ,One word.. patternmaker makes patterns for Foundries.
profession,Patternmaker,industrial_occupations,One word.. patternmaker makes patterns for ,"A patternmaker is a skilled worker who may produce patterns on paper or fabric for use in the clothing industry, or patterns for use in the metalworking industry."
profession,Patternmaker,industrial_occupations,One word.. patternmaker makes patterns for ,One word.. patternmaker makes patterns for Foundries.
profession,Plant_operator,industrial_occupations,A plant operator is an employee who ,A plant operator is an employee who supervises the operation of an industrial plant.
profession,Plumber,industrial_occupations,A plumber is a tradesperson who specializes in ,"A plumber is a tradesperson who specializes in installing and maintaining systems used for potable water, sewage and drainage in plumbing systems."
profession,Plumber,industrial_occupations,A plumber is a tradesperson who specializes in ,"To become licensed, plumbers must meet standards for training and experience, and in most cases, pass a certification exam."
profession,Plumber,industrial_occupations,"To become licensed, plumbers must meet ","A plumber is a tradesperson who specializes in installing and maintaining systems used for potable water, sewage and drainage in plumbing systems."
profession,Plumber,industrial_occupations,"To become licensed, plumbers must meet ","To become licensed, plumbers must meet standards for training and experience, and in most cases, pass a certification exam."
profession,Welder,industrial_occupations,A welder is a tradesperson who specializes in ,A welder is a tradesperson who specializes in fusing materials together.
profession,Welder,industrial_occupations,A welder is a tradesperson who specializes in ,"The term welder refers to the operator, the machine is referred to as the welding power supply."
profession,Welder,industrial_occupations,The term welder refers to the ,A welder is a tradesperson who specializes in fusing materials together.
profession,Welder,industrial_occupations,The term welder refers to the ,"The term welder refers to the operator, the machine is referred to as the welding power supply."
profession,Shop_foreman,industrial_occupations,A shop foreman or plant foreman is ,"A shop foreman or plant foreman is a front-line supervisor in a skilled trades, manufacturing or production operation: a person who plans, organizes and controls the operations of the shop or plant; supervises, trains and develops staff; provides advice to management and staff; and performs other duties."
profession,Stationary_engineer,industrial_occupations,A stationary engineer is a technically trained ,"A stationary engineer is a technically trained person who operates, troubleshoots and oversees industrial machinery and equipment that provides energy in various forms."
profession,Stationary_engineer,industrial_occupations,A stationary engineer is a technically trained ,Stationary engineers are also known as Process Operators in some settings.
profession,Stationary_engineer,industrial_occupations,Stationary engineers are also known as Process ,"A stationary engineer is a technically trained person who operates, troubleshoots and oversees industrial machinery and equipment that provides energy in various forms."
profession,Stationary_engineer,industrial_occupations,Stationary engineers are also known as Process ,Stationary engineers are also known as Process Operators in some settings.
profession,Wheelwright,industrial_occupations,A wheelwright is a craftsman who ,A wheelwright is a craftsman who builds or repairs wooden wheels.
profession,Wheelwright,industrial_occupations,A wheelwright is a craftsman who ,"In modern times, wheelwrights continue to make and repair a wide variety of wheels, including those made from wood and banded by iron tyres."
profession,Wheelwright,industrial_occupations,"In modern times, wheelwrights continue to ",A wheelwright is a craftsman who builds or repairs wooden wheels.
profession,Wheelwright,industrial_occupations,"In modern times, wheelwrights continue to ","In modern times, wheelwrights continue to make and repair a wide variety of wheels, including those made from wood and banded by iron tyres."
profession,Woodworkers,industrial_occupations,Many modern woodworkers choose to use ,Many modern woodworkers choose to use power tools in their trade for the added ease and to save time.
profession,Bartender,industrial_occupations,A bartender is a person who ,"A bartender is a person who formulates and serves alcoholic or soft drink beverages behind the bar, usually in a licensed establishment."
profession,Bartender,industrial_occupations,A bartender is a person who ,Bartenders also usually maintain the supplies and inventory for the bar.
profession,Bartender,industrial_occupations,Bartenders also usually maintain the supplies ,"A bartender is a person who formulates and serves alcoholic or soft drink beverages behind the bar, usually in a licensed establishment."
profession,Bartender,industrial_occupations,Bartenders also usually maintain the supplies ,Bartenders also usually maintain the supplies and inventory for the bar.
profession,Construction_worker,industrial_occupations,A construction worker is a manual laborer ,A construction worker is a manual laborer employed in the physical construction of the built environment and its infrastructure.The term construction worker is a broad and generic term and most construction workers are primarily described by the level and type of work they perform.
profession,Construction_worker,industrial_occupations,A construction worker is a manual laborer ,"Construction workers may also colloquially be referred to as ""hard hat workers"" or ""hard hats"", as they often wear hardhats for safety."
profession,Construction_worker,industrial_occupations,Construction workers may also colloquially be referred to as ,A construction worker is a manual laborer employed in the physical construction of the built environment and its infrastructure.The term construction worker is a broad and generic term and most construction workers are primarily described by the level and type of work they perform.
profession,Construction_worker,industrial_occupations,Construction workers may also colloquially be referred to as ,"Construction workers may also colloquially be referred to as ""hard hat workers"" or ""hard hats"", as they often wear hardhats for safety."
profession,Cashier,industrial_occupations,A retail cashier or simply a ,A retail cashier or simply a cashier is a person who handles the cash register at various locations such as the point of sale in a retail store.
profession,Cashier,industrial_occupations,A retail cashier or simply a ,"Cashiers will record amounts received and may prepare reports of transactions, reads and record totals shown on cash register tape and verify against cash on hand."
profession,Cashier,industrial_occupations,Cashiers will record amounts received and ,A retail cashier or simply a cashier is a person who handles the cash register at various locations such as the point of sale in a retail store.
profession,Cashier,industrial_occupations,Cashiers will record amounts received and ,"Cashiers will record amounts received and may prepare reports of transactions, reads and record totals shown on cash register tape and verify against cash on hand."
profession,List_of_industrial_occupations,industrial_occupations,The following is a list of industrial ,The following is a list of industrial occupations.
profession,Rail_transport,railway_industry_occupations,Rail transport is a means of transferring ,"Rail transport is a means of transferring passengers and goods on wheeled vehicles running on rails, which are located on tracks."
profession,Rail_transport,railway_industry_occupations,Rail transport is a means of transferring ,"Rolling stock in a rail transport system generally encounters lower frictional resistance than rubber-tired road vehicles, so passenger and freight cars can be coupled into longer trains."
profession,Rail_transport,railway_industry_occupations,Rolling stock in a rail transport system ,"Rail transport is a means of transferring passengers and goods on wheeled vehicles running on rails, which are located on tracks."
profession,Rail_transport,railway_industry_occupations,Rolling stock in a rail transport system ,"Rolling stock in a rail transport system generally encounters lower frictional resistance than rubber-tired road vehicles, so passenger and freight cars can be coupled into longer trains."
profession,Chief_Mechanical_Engineer,railway_industry_occupations,Chief mechanical engineer and locomotive superintendent are titles ,"Chief mechanical engineer and locomotive superintendent are titles applied by British, Australian, and New Zealand railway companies to the person ultimately responsible to the board of the company for the building and maintaining of the locomotives and rolling stock."
profession,Station_master,railway_industry_occupations,The station master is the person in charge of ,"The station master is the person in charge of a railway station, particularly in the United Kingdom and many other countries outside North America."
profession,Station_master,railway_industry_occupations,The station master is the person in charge of ,"However, the term station master remains current on many heritage railways, and also in many countries outside the United Kingdom, notably the extensive Indian Railways network."
profession,Station_master,railway_industry_occupations,"However, the term station master remains current ","The station master is the person in charge of a railway station, particularly in the United Kingdom and many other countries outside North America."
profession,Station_master,railway_industry_occupations,"However, the term station master remains current ","However, the term station master remains current on many heritage railways, and also in many countries outside the United Kingdom, notably the extensive Indian Railways network."
profession,Switchman,railway_industry_occupations,A switchman or pointsman is a ,A switchman or pointsman is a rail transport worker whose original job was to operate various railway switches or points on a railroad.
profession,Switchman,railway_industry_occupations,A switchman or pointsman is a ,"Today's switchman often works as part of 3 member switching crew consisting of a Locomotive Engineer, Foreman and Switchman."
profession,Switchman,railway_industry_occupations,Today's switchman often works as part of ,A switchman or pointsman is a rail transport worker whose original job was to operate various railway switches or points on a railroad.
profession,Switchman,railway_industry_occupations,Today's switchman often works as part of ,"Today's switchman often works as part of 3 member switching crew consisting of a Locomotive Engineer, Foreman and Switchman."
profession,Revenue_Protection_Inspector,railway_industry_occupations,Revenue protection inspector or revenue protection officer is ,Revenue protection inspector or revenue protection officer is the job title given to staff who patrol different forms of public transport issuing penalty fares to passengers who travel without a valid ticket or without the correct ticket (e.g.
profession,Ticket_inspector,railway_industry_occupations,A dedicated 'travelling ticket inspector' handled fare ,A dedicated 'travelling ticket inspector' handled fare duties.
profession,Train_dispatcher,railway_industry_occupations,"A train dispatcher, rail traffic controller, train ","A train dispatcher, rail traffic controller, train controller, train service controller or signalman , is employed by a railroad to direct and facilitate the movement of trains over an assigned territory, which is usually part, or all, of a railroad operating division."
profession,Train_dispatcher,railway_industry_occupations,"A train dispatcher, rail traffic controller, train ","Train dispatchers are required to be intimately familiar with the physical characteristics of the railroad territory for which they are responsible, as well as the operating capabilities of the locomotive power being used."
profession,Train_dispatcher,railway_industry_occupations,Train dispatchers are required to be intimately ,"A train dispatcher, rail traffic controller, train controller, train service controller or signalman , is employed by a railroad to direct and facilitate the movement of trains over an assigned territory, which is usually part, or all, of a railroad operating division."
profession,Train_dispatcher,railway_industry_occupations,Train dispatchers are required to be intimately ,"Train dispatchers are required to be intimately familiar with the physical characteristics of the railroad territory for which they are responsible, as well as the operating capabilities of the locomotive power being used."
profession,Dispatcher,railway_industry_occupations,Dispatchers are communications personnel responsible for ,"Dispatchers are communications personnel responsible for receiving and transmitting pure and reliable messages, tracking vehicles and equipment, and recording other important information."
profession,Dispatcher,railway_industry_occupations,Dispatchers are communications personnel responsible for ,"Essentially, the dispatcher is the ""conductor"" of the force, and is responsible for the direction of all units within it."
profession,Dispatcher,railway_industry_occupations,"Essentially, the dispatcher is the ""conductor"" ","Dispatchers are communications personnel responsible for receiving and transmitting pure and reliable messages, tracking vehicles and equipment, and recording other important information."
profession,Dispatcher,railway_industry_occupations,"Essentially, the dispatcher is the ""conductor"" ","Essentially, the dispatcher is the ""conductor"" of the force, and is responsible for the direction of all units within it."
profession,Freight_Conductor,railway_industry_occupations,A freight conductor is a person who ,A freight conductor is a person who is employed by a railroad.
profession,Freight_Conductor,railway_industry_occupations,A freight conductor is a person who ,"The freight conductor is the lead employee assigned to a freight train, and is responsible for the smooth operation of the assignment, which includes reviewing schedules and maintaining communication with the train's crew members."
profession,Freight_Conductor,railway_industry_occupations,The freight conductor is the lead employee ,A freight conductor is a person who is employed by a railroad.
profession,Freight_Conductor,railway_industry_occupations,The freight conductor is the lead employee ,"The freight conductor is the lead employee assigned to a freight train, and is responsible for the smooth operation of the assignment, which includes reviewing schedules and maintaining communication with the train's crew members."
profession,Road_foreman_of_engines,railway_industry_occupations,"Road foreman of engines, in the United States, is ","Road foreman of engines, in the United States, is the traditional title of the person in charge of and the supervisor of, a locomotive engineer."
profession,Gandy_dancer,railway_industry_occupations,Gandy dancer is a slang term used ,"Gandy dancer is a slang term used for early railroad workers in the United States, more formally referred to as ""section hands"", who laid and maintained railroad tracks in the years before the work was done by machines."
profession,Gandy_dancer,railway_industry_occupations,Gandy dancer is a slang term used ,"Though all gandy dancers sang railroad songs, it may be   that African American gandy dancers from the Southern United States, with a long tradition of using song to coordinate work, were unique in their use of task-related work chants."
profession,Gandy_dancer,railway_industry_occupations,"Though all gandy dancers sang railroad songs, ","Gandy dancer is a slang term used for early railroad workers in the United States, more formally referred to as ""section hands"", who laid and maintained railroad tracks in the years before the work was done by machines."
profession,Gandy_dancer,railway_industry_occupations,"Though all gandy dancers sang railroad songs, ","Though all gandy dancers sang railroad songs, it may be   that African American gandy dancers from the Southern United States, with a long tradition of using song to coordinate work, were unique in their use of task-related work chants."
profession,Traquero,railway_industry_occupations,A traquero is a railroad track ,"A traquero is a railroad track worker, or ""section hand"", especially a Mexican or Mexican American railroad track worker."
profession,Traquero,railway_industry_occupations,A traquero is a railroad track ,"The peak of traquero employment programs took place between 1880 and 1915, right before the Mexican Revolution and federal restrictions placed on Mexican immigration by the 1930s.The Pacific Electric interurban system in the Los Angeles area was constructed and maintained by a workforce which was largely made up of traqueros.Many traqueros lived in characteristic shanty towns of old boxcars which could be seen throughout the U.S. Southwest and Midwest, as far north as Chicago."
profession,Traquero,railway_industry_occupations,The peak of traquero employment programs ,"A traquero is a railroad track worker, or ""section hand"", especially a Mexican or Mexican American railroad track worker."
profession,Traquero,railway_industry_occupations,The peak of traquero employment programs ,"The peak of traquero employment programs took place between 1880 and 1915, right before the Mexican Revolution and federal restrictions placed on Mexican immigration by the 1930s.The Pacific Electric interurban system in the Los Angeles area was constructed and maintained by a workforce which was largely made up of traqueros.Many traqueros lived in characteristic shanty towns of old boxcars which could be seen throughout the U.S. Southwest and Midwest, as far north as Chicago."
profession,Platelayer,railway_industry_occupations,A platelayer or trackman is a ,A platelayer or trackman is a railway employee whose job is to inspect and maintain the permanent way of a railway installation.
profession,Platelayer,railway_industry_occupations,A platelayer or trackman is a ,"The term ""platelayer"" derives from the plates used to build plateways, an early form of railway."
profession,Platelayer,railway_industry_occupations,"The term ""platelayer"" derives from the ",A platelayer or trackman is a railway employee whose job is to inspect and maintain the permanent way of a railway installation.
profession,Platelayer,railway_industry_occupations,"The term ""platelayer"" derives from the ","The term ""platelayer"" derives from the plates used to build plateways, an early form of railway."
profession,Navvy,railway_industry_occupations,"Navvy, a shorter form of navigator ","Navvy, a shorter form of navigator or navigational engineer, is particularly applied to describe the manual labourers working on major civil engineering projects and occasionally to refer to mechanical shovels and earth moving machinery."
profession,Navvy,railway_industry_occupations,"Navvy, a shorter form of navigator ","While this ratio varied from navvy shanty town to shanty town, sleeping arrangements were segregated."
profession,Navvy,railway_industry_occupations,While this ratio varied from navvy ,"Navvy, a shorter form of navigator or navigational engineer, is particularly applied to describe the manual labourers working on major civil engineering projects and occasionally to refer to mechanical shovels and earth moving machinery."
profession,Navvy,railway_industry_occupations,While this ratio varied from navvy ,"While this ratio varied from navvy shanty town to shanty town, sleeping arrangements were segregated."
profession,Brakeman,railway_industry_occupations,A brakeman is a rail transport ,A brakeman is a rail transport worker whose original job was to assist the braking of a train by applying brakes on individual wagons.
profession,Brakeman,railway_industry_occupations,A brakeman is a rail transport ,"A brakeman's duties also included ensuring that the couplings between cars were properly set, lining switches, and signaling to the train operators while performing switching operations."
profession,Brakeman,railway_industry_occupations,A brakeman's duties also included ensuring ,A brakeman is a rail transport worker whose original job was to assist the braking of a train by applying brakes on individual wagons.
profession,Brakeman,railway_industry_occupations,A brakeman's duties also included ensuring ,"A brakeman's duties also included ensuring that the couplings between cars were properly set, lining switches, and signaling to the train operators while performing switching operations."
profession,Bridge_tender,railway_industry_occupations,A bridge tender  operates and maintains ,A bridge tender  operates and maintains a bridge to ensure the safe passage of water traffic and vehicle traffic on the bridge.
profession,Bridge_tender,railway_industry_occupations,A bridge tender  operates and maintains ,"For a railroad bridge, the bridge tender is also responsible for rail traffic safety.Moveable bridges typically have a bridge tender's house, from which a bridge tender can observe traffic and operate the bridge, and may also be the employee's residence."
profession,Bridge_tender,railway_industry_occupations,"For a railroad bridge, the bridge tender ",A bridge tender  operates and maintains a bridge to ensure the safe passage of water traffic and vehicle traffic on the bridge.
profession,Bridge_tender,railway_industry_occupations,"For a railroad bridge, the bridge tender ","For a railroad bridge, the bridge tender is also responsible for rail traffic safety.Moveable bridges typically have a bridge tender's house, from which a bridge tender can observe traffic and operate the bridge, and may also be the employee's residence."
profession,Carmen,railway_industry_occupations,Carmen [kaʁ.mɛn] is an opera in ,Carmen [kaʁ.mɛn] is an opera in four acts by French composer Georges Bizet.
profession,Carmen,railway_industry_occupations,Carmen [kaʁ.mɛn] is an opera in ,"Carmen has since become one of the most popular and frequently performed operas in the classical canon;  the ""Habanera"" from act 1 and the ""Toreador Song"" from act 2 are among the best known of all operatic arias."
profession,Carmen,railway_industry_occupations,Carmen has since become one of ,Carmen [kaʁ.mɛn] is an opera in four acts by French composer Georges Bizet.
profession,Carmen,railway_industry_occupations,Carmen has since become one of ,"Carmen has since become one of the most popular and frequently performed operas in the classical canon;  the ""Habanera"" from act 1 and the ""Toreador Song"" from act 2 are among the best known of all operatic arias."
