,domain,name,category,prompts,wikipedia
2233,gender,Peter_Cambor,American_actors,Peter Cambor is an American film and ,"After further studies, Peter Cambor received an MFA from the American Repertory Theater's Institute for Advanced Theater Training at Harvard University, Cambridge, Massachusetts."
2234,gender,Peter_Cambor,American_actors,"After further studies, Peter Cambor received an ",Peter Cambor is an American film and television actor.
2235,gender,Peter_Cambor,American_actors,"After further studies, Peter Cambor received an ","After further studies, Peter Cambor received an MFA from the American Repertory Theater's Institute for Advanced Theater Training at Harvard University, Cambridge, Massachusetts."
2236,gender,Joey_Camen,American_actors,"Joey Camen is an American voice actor, ","Joey Camen is an American voice actor, comedian and writer who has performed voice over work in various movies, TV shows and video games."
2237,gender,Dean_Cameron,American_actors,Dean Cameron is an American television and ,Dean Cameron is an American television and film actor and musician.
2238,gender,Hamilton_Camp,American_actors,Hamilton Camp was a British-American singer-songwriter and ,Hamilton Camp was a British-American singer-songwriter and actor.
2239,gender,Hamilton_Camp,American_actors,Hamilton Camp was a British-American singer-songwriter and ,"Hamilton Camp also voiced for Hanna–Barbera; as Greedy Smurf and Harmony Smurf on The Smurfs series and all of HB's Smurf television specials, Count Dracula in Scooby-Doo and the Reluctant Werewolf, Turk Tarpit in The Jetsons Meet the Flintstones, Mr. Gruber in Paddington Bear, The Grand Dozer on Potsworth & Co., Samurai Ghost on the episode ""Now Museum, Now You Don't"" from A Pup Named Scooby-Doo and Barney Rubble as a kid in The Flintstones Kids."
2240,gender,Hamilton_Camp,American_actors,Hamilton Camp also voiced for Hanna–Barbera; as ,Hamilton Camp was a British-American singer-songwriter and actor.
2241,gender,Hamilton_Camp,American_actors,Hamilton Camp also voiced for Hanna–Barbera; as ,"Hamilton Camp also voiced for Hanna–Barbera; as Greedy Smurf and Harmony Smurf on The Smurfs series and all of HB's Smurf television specials, Count Dracula in Scooby-Doo and the Reluctant Werewolf, Turk Tarpit in The Jetsons Meet the Flintstones, Mr. Gruber in Paddington Bear, The Grand Dozer on Potsworth & Co., Samurai Ghost on the episode ""Now Museum, Now You Don't"" from A Pup Named Scooby-Doo and Barney Rubble as a kid in The Flintstones Kids."
2242,gender,David_Campagna,American_actors,David Campagna was an American visual artist ,"David Campagna was an American visual artist and actor, best known for acting as Christopher Walken's stand-in and stunt double."
2243,gender,Bruce_Campbell,American_actors,"reality series, with Bruce Campbell serving as ","reality series, with Bruce Campbell serving as host and executive producer."
2244,gender,Bruce_Campbell,American_actors,"reality series, with Bruce Campbell serving as ","The Bruce Campbell Way was published on May 26, 2005."
2245,gender,Bruce_Campbell,American_actors,The Bruce Campbell Way was published on ,"reality series, with Bruce Campbell serving as host and executive producer."
2246,gender,Bruce_Campbell,American_actors,The Bruce Campbell Way was published on ,"The Bruce Campbell Way was published on May 26, 2005."
2247,gender,J._Kenneth_Campbell,American_actors,"J. Kenneth Campbell is an American film, stage, ","J. Kenneth Campbell is an American film, stage, and television actor who has been cast in over 80 roles."
2248,gender,Rob_Campbell,American_actors,"Rob Campbell is an actor in stage, ","Rob Campbell is an actor in stage, television and films."
2249,gender,Scott_Michael_Campbell,American_actors,"Scott Michael Campbell is an American actor, writer, ","Scott Michael Campbell is an American actor, writer, producer and director."
2250,gender,Webster_Campbell,American_actors,Webster Campbell was an American silent film ,"Webster Campbell was an American silent film actor, director, and screenwriter."
2251,gender,Bruno_Campos,American_actors,Bruno Campos is a Brazilian-American actor and ,"Bruno Campos is a Brazilian-American actor and lawyer, best known for his roles of Dr. Quentin Costa on the award-winning television show Nip/Tuck, the voice of Prince Naveen in the animated film The Princess and the Frog, and Massimo in the popular Brazilian movie O Quatrilho."
2252,gender,Johnny_Cannizzaro,American_actors,"Johnny Cannizzaro is an American stage, film ","Johnny Cannizzaro is an American stage, film and television actor and writer."
2253,gender,Glenn_Cannon,American_actors,Glenn Cannon was an American actor and ,"Glenn Cannon was an American actor and educator best known for his roles on Hawaii Five-O and Magnum, P.I."
2254,gender,Nick_Cannon,American_actors,"On December 6, 2011, Nick Cannon released ","On December 6, 2011, Nick Cannon released his debut mixtape entitled Child of the Corn."
2255,gender,Nick_Cannon,American_actors,"On December 6, 2011, Nick Cannon released ","In 2012, Nick Cannon created a sketch-comedy series, Incredible Crew, starring six teenagers as Cannon wrote and produced the theme song."
2256,gender,Nick_Cannon,American_actors,"In 2012, Nick Cannon created a sketch-comedy ","On December 6, 2011, Nick Cannon released his debut mixtape entitled Child of the Corn."
2257,gender,Nick_Cannon,American_actors,"In 2012, Nick Cannon created a sketch-comedy ","In 2012, Nick Cannon created a sketch-comedy series, Incredible Crew, starring six teenagers as Cannon wrote and produced the theme song."
2258,gender,Mario_Cantone,American_actors,"Mario Cantone is an American comedian, writer ","Mario Cantone is an American comedian, writer and actor, with numerous appearances on Comedy Central including Chappelle's Show."
2259,gender,Paul_Carafotes,American_actors,"Paul Carafotes (born March 23, 1959 in ","Paul Carafotes (born March 23, 1959 in Medford, Massachusetts."
2260,gender,Antony_Carbone,American_actors,"Antony Carbone (born in Calabria, Italy July ","Antony Carbone (born in Calabria, Italy July 15, 1925 is an American film and television actor.His family moved to Syracuse, New York when he was a young boy, then he relocated to Los Angeles, California."
2261,gender,Steve_Cardenas,American_actors,Steve Cardenas has been in martial arts ,Steve Cardenas has been in martial arts for 28 years.
2262,gender,Arthur_Edmund_Carewe,American_actors,"Arthur Edmund Carewe, born Hovsep Hovsepian, was an ","Arthur Edmund Carewe, born Hovsep Hovsepian, was an Armenian-American stage and film actor of the silent and early sound film era."
2263,gender,Edwin_Carewe,American_actors,Edwin Carewe was a Native American motion ,"Edwin Carewe was a Native American motion picture director, actor, producer, and screenwriter."
2264,gender,Macdonald_Carey,American_actors,"Edward Macdonald Carey was an American actor, ","Edward Macdonald Carey was an American actor, best known for his role as the patriarch Dr. Tom Horton on NBC's soap opera Days of Our Lives."
2265,gender,Carmine_Caridi,American_actors,"Carmine Caridi was an American film, television ","Carmine Caridi was an American film, television and stage actor."
2266,gender,Richard_Carle,American_actors,Richard Carle was an American stage and ,Richard Carle was an American stage and film actor as well as a playwright and stage director.
2267,gender,Lloyd_B._Carleton,American_actors,Lloyd B. Carleton was an early film director ,Lloyd B. Carleton was an early film director with Thanhouser.
2268,gender,George_Carlin,American_actors,George Carlin at The Interviews: An Oral ,George Carlin at The Interviews: An Oral History of Television
2269,gender,Sergio_Carlo,American_actors,Sergio Carlo is a Dominican actor and ,"Sergio Carlo is a Dominican actor and political activist best known for his role as Carbo, in Andy García's movie The Lost City and as Manolo Tavarez, opposite Michelle Rodriguez in the film Trópico de Sangre."
2270,gender,Sergio_Carlo,American_actors,Sergio Carlo is a Dominican actor and ,"Also, in his native country, Sergio Carlo organizes various food bank drives which he promotes to recruit volunteers through his Twitter."
2271,gender,Sergio_Carlo,American_actors,"Also, in his native country, Sergio Carlo ","Sergio Carlo is a Dominican actor and political activist best known for his role as Carbo, in Andy García's movie The Lost City and as Manolo Tavarez, opposite Michelle Rodriguez in the film Trópico de Sangre."
2272,gender,Sergio_Carlo,American_actors,"Also, in his native country, Sergio Carlo ","Also, in his native country, Sergio Carlo organizes various food bank drives which he promotes to recruit volunteers through his Twitter."
2273,gender,Richard_Carlyle,American_actors,"Richard Carlyle was a film, television and ","Richard Carlyle was a film, television and Broadway actor."
2274,gender,Hoagy_Carmichael,American_actors,In 2008 the bronze Hoagy Carmichael Landmark ,"In 2008 the bronze Hoagy Carmichael Landmark Sculpture by artist Michael McAuley was installed at the northeast corner of the IU Auditorium on IU's Bloomington campus.On June 27, 1979, the Newport Jazz Festival honored Carmichael with a tribute concert, ""The Star Dust Road: A Hoagy Carmichael Jubilee"", at New York City's Carnegie Hall."
2275,gender,Hoagy_Carmichael,American_actors,In 2008 the bronze Hoagy Carmichael Landmark ,"Hoagy Carmichael at Find a Grave
Hoagy Carmichael on IMDb
""Hoagy Carmichael""."
2276,gender,Hoagy_Carmichael,American_actors,"Hoagy Carmichael at Find a Grave
Hoagy Carmichael ","In 2008 the bronze Hoagy Carmichael Landmark Sculpture by artist Michael McAuley was installed at the northeast corner of the IU Auditorium on IU's Bloomington campus.On June 27, 1979, the Newport Jazz Festival honored Carmichael with a tribute concert, ""The Star Dust Road: A Hoagy Carmichael Jubilee"", at New York City's Carnegie Hall."
2277,gender,Hoagy_Carmichael,American_actors,"Hoagy Carmichael at Find a Grave
Hoagy Carmichael ","Hoagy Carmichael at Find a Grave
Hoagy Carmichael on IMDb
""Hoagy Carmichael""."
2278,gender,Charles_Robert_Carner,American_actors,Charles Robert Carner is an American TV and ,Charles Robert Carner is an American TV and film director and writer.
2279,gender,Alan_Carney,American_actors,Alan Carney was an American actor and ,Alan Carney was an American actor and comedian.
2280,gender,Alan_Carney,American_actors,Alan Carney was an American actor and ,"Wally played Chico's part, while Alan Carney filled in for Harpo; the ""Groucho"" role was essayed by George Murphy."
2281,gender,Alan_Carney,American_actors,"Wally played Chico's part, while Alan Carney ",Alan Carney was an American actor and comedian.
2282,gender,Alan_Carney,American_actors,"Wally played Chico's part, while Alan Carney ","Wally played Chico's part, while Alan Carney filled in for Harpo; the ""Groucho"" role was essayed by George Murphy."
2283,gender,Morris_Carnovsky,American_actors,Morris Carnovsky was an American stage and ,Morris Carnovsky was an American stage and film actor.
2284,gender,Adam_Carolla,American_actors,"Adam Carolla is an American radio personality, ","Adam Carolla is an American radio personality, actor and podcaster."
2285,gender,Adam_Carolla,American_actors,"Adam Carolla is an American radio personality, ","He hosts The Adam Carolla Show, a talk show distributed as a podcast which set the record as the ""most downloaded podcast"" as judged by Guinness World Records in 2011.Carolla co-hosted with Drew Pinsky MD the syndicated radio call-in program Loveline from 1995 to 2005 as well as the show's television incarnation on MTV from 1996 to 2000."
2286,gender,Adam_Carolla,American_actors,"He hosts The Adam Carolla Show, a ","Adam Carolla is an American radio personality, actor and podcaster."
2287,gender,Adam_Carolla,American_actors,"He hosts The Adam Carolla Show, a ","He hosts The Adam Carolla Show, a talk show distributed as a podcast which set the record as the ""most downloaded podcast"" as judged by Guinness World Records in 2011.Carolla co-hosted with Drew Pinsky MD the syndicated radio call-in program Loveline from 1995 to 2005 as well as the show's television incarnation on MTV from 1996 to 2000."
2288,gender,Horace_B._Carpenter,American_actors,"Horace B. Carpenter was an American actor, film ","Horace B. Carpenter was an American actor, film director and, screenwriter."
2289,gender,Johnny_Carpenter,American_actors,"Johnny Carpenter was an American film actor, ","Johnny Carpenter was an American film actor, screenwriter and producer."
2290,gender,Josh_Carpenter,American_actors,"Josh Carpenter, is a film, television, theater, ","Josh Carpenter, is a film, television, theater, internet and commercial actor whose credits include roles in the award-winning Azusa Pacific University student-produced short film Expiration Date, the television series Sex and The City, Curb your enthusiasm, Hostage: Do or Die, A skit on the show The Tonight Show with Jay Leno, and as the wolfman in the Paramore music video Brick by Boring Brick.Born Joshua Adam Carpenter on June 27, 1979 in Tyler, Texas, Carpenter began acting and singing at an early age, earning roles in musicals and plays at Tyler's local Brickstreet Theatre and participating in acting workshops to further develop his talent."
2291,gender,Willie_C._Carpenter,American_actors,"Willie C. Carpenter, also credited as Wilie Carpenter, ","Willie C. Carpenter, also credited as Wilie Carpenter, is an American actor."
2292,gender,Alexander_Carr,American_actors,Alexander Carr was a Russian born stage ,"Alexander Carr was a Russian born stage and screen actor, writer, vaudevillian, burlesque and circus performer."
2293,gender,Nat_Carr,American_actors,Nat Carr was an American character actor ,Nat Carr was an American character actor of the silent and early talking picture eras.
2294,gender,David_Carradine,American_actors,David Carradine was an American actor best ,David Carradine was an American actor best known for playing martial arts roles.
2295,gender,David_Carradine,American_actors,David Carradine was an American actor best ,"David Carradine was a member of the Carradine family of actors that began with his father, John Carradine."
2296,gender,David_Carradine,American_actors,David Carradine was a member of the ,David Carradine was an American actor best known for playing martial arts roles.
2297,gender,David_Carradine,American_actors,David Carradine was a member of the ,"David Carradine was a member of the Carradine family of actors that began with his father, John Carradine."
2298,gender,John_Carradine,American_actors,"John Carradine was an American actor, one ","John Carradine was an American actor, one of the most prolific and famed character actors in Hollywood history."
2299,gender,John_Carradine,American_actors,"John Carradine was an American actor, one ","He adopted the stage name ""John Carradine"" in 1935, and legally took the name as his own two years later."
2300,gender,John_Carradine,American_actors,"He adopted the stage name ""John Carradine"" ","John Carradine was an American actor, one of the most prolific and famed character actors in Hollywood history."
2301,gender,John_Carradine,American_actors,"He adopted the stage name ""John Carradine"" ","He adopted the stage name ""John Carradine"" in 1935, and legally took the name as his own two years later."
2302,gender,Larry_Wade_Carrell,American_actors,"Larry Wade Carrell is an American actor, writer ","Larry Wade Carrell is an American actor, writer and director."
2303,gender,Sean_Carrigan,American_actors,"Sean Carrigan is an American actor, producer, ","Sean Carrigan is an American actor, producer, stand-up comedian, and former professional boxer best known for his turn as Dr. Ben ""Stitch"" Rayburn on the hit CBS daytime drama 'The Young and the Restless."
2304,gender,Mickey_Carroll,American_actors,"Mickey Carroll was an American actor, who ","Mickey Carroll was an American actor, who worked in radio and film, and was one of the last surviving actors who portrayed a munchkin in the 1939 film The Wizard of Oz."
2305,gender,Ronn_Carroll,American_actors,Ronn Carroll is an American actor known ,"Ronn Carroll is an American actor known primarily for his work on Broadway, with over twenty credits to his name."
2306,gender,Carrot_Top,American_actors,"Scott Thompson, known professionally as Carrot Top, ","Scott Thompson, known professionally as Carrot Top, is an American stand-up comedian and actor."
2307,gender,Carrot_Top,American_actors,"Scott Thompson, known professionally as Carrot Top, ","He got the nickname ""Carrot Top"" from a local swimming coach, a reference to his red hair, which would become one of his trademarks in later life."
2308,gender,Carrot_Top,American_actors,"He got the nickname ""Carrot Top"" from ","Scott Thompson, known professionally as Carrot Top, is an American stand-up comedian and actor."
2309,gender,Carrot_Top,American_actors,"He got the nickname ""Carrot Top"" from ","He got the nickname ""Carrot Top"" from a local swimming coach, a reference to his red hair, which would become one of his trademarks in later life."
2310,gender,Hunter_Carson,American_actors,"Hunter Carson is an American actor, screenwriter, ","Hunter Carson is an American actor, screenwriter, producer and director."
2311,gender,Hunter_Carson,American_actors,"Hunter Carson is an American actor, screenwriter, ",Hunter Carson received strong reviews for his performance in the film.
2312,gender,Hunter_Carson,American_actors,Hunter Carson received strong reviews for his ,"Hunter Carson is an American actor, screenwriter, producer and director."
2313,gender,Hunter_Carson,American_actors,Hunter Carson received strong reviews for his ,Hunter Carson received strong reviews for his performance in the film.
2314,gender,L._M._Kit_Carson,American_actors,L. M. Kit Carson died in his sleep of ,"L. M. Kit Carson died in his sleep of pneumonia on October 20, 2014 in his native Dallas, Texas, aged 73."
2315,gender,Sunset_Carson,American_actors,Sunset Carson was an American B-western star ,Sunset Carson was an American B-western star of the 1940s.
2316,gender,Ronan_Carter,American_actors,Ronan Carter is an English teen actor ,"Ronan Carter is an English teen actor best known for his role of Christopher ""Kit"" Karter in the BAFTA-nominated British children's television comedy-drama Sadie J."
2317,gender,Terry_Carter,American_actors,Terry Carter is an American actor and ,"Terry Carter is an American actor and filmmaker, known for his roles as Sgt."
2318,gender,Terry_Carter,American_actors,Terry Carter is an American actor and ,"In 2012, Terry Carter released The Katherine Dunham Technique as a DVD."
2319,gender,Terry_Carter,American_actors,"In 2012, Terry Carter released The Katherine ","Terry Carter is an American actor and filmmaker, known for his roles as Sgt."
2320,gender,Terry_Carter,American_actors,"In 2012, Terry Carter released The Katherine ","In 2012, Terry Carter released The Katherine Dunham Technique as a DVD."
2321,gender,Daniel_Cartier,American_actors,"Daniel Cartier is an American songwriter, singer ","Daniel Cartier is an American songwriter, singer and actor."
2322,gender,Walter_Cartier,American_actors,Walter Cartier was a professional boxer and ,"Walter Cartier was a professional boxer and actor, originally from the Bronx in New York City, New York."
2323,gender,Walter_Cartier,American_actors,Walter Cartier was a professional boxer and ,"After this, Walter Cartier tried his hand at acting in other films such as Somebody Up There Likes Me and television."
2324,gender,Walter_Cartier,American_actors,"After this, Walter Cartier tried his hand ","Walter Cartier was a professional boxer and actor, originally from the Bronx in New York City, New York."
2325,gender,Walter_Cartier,American_actors,"After this, Walter Cartier tried his hand ","After this, Walter Cartier tried his hand at acting in other films such as Somebody Up There Likes Me and television."
2326,gender,Bao_Quach,American_actors,Bao Quach is an American featherweight professional ,"Bao Quach is an American featherweight professional mixed martial artist who has fought for Bellator, Affliction, M-1 Global, EliteXC, Strikeforce, World Extreme Cagefighting, King of the Cage, and Shooto promotions."
2327,gender,Randy_Quaid,American_actors,"Randy Quaid grew up in Bellaire, Texas, ","Randy Quaid grew up in Bellaire, Texas, a small city surrounded by Houston, and in southwest Houston."
2328,gender,Randy_Quaid,American_actors,"Randy Quaid grew up in Bellaire, Texas, ","January 2011 Vanity Fair profile
Randy Quaid at Emmys.com"
2329,gender,Randy_Quaid,American_actors,"January 2011 Vanity Fair profile
Randy Quaid at ","Randy Quaid grew up in Bellaire, Texas, a small city surrounded by Houston, and in southwest Houston."
2330,gender,Randy_Quaid,American_actors,"January 2011 Vanity Fair profile
Randy Quaid at ","January 2011 Vanity Fair profile
Randy Quaid at Emmys.com"
2331,gender,John_Qualen,American_actors,John Qualen was a Canadian-American character actor ,John Qualen was a Canadian-American character actor of Norwegian heritage who specialized in Scandinavian roles.
2332,gender,Steven_Michael_Quezada,American_actors,Steven Michael Quezada is an American actor and ,Steven Michael Quezada is an American actor and politician.
2333,gender,Richard_Quine,American_actors,"Richard Quine was an American stage, film, ","Richard Quine was an American stage, film, and radio actor and, later, a film director."
2334,gender,Charles_Quinlivan,American_actors,Charles Quinlivan was a film and television ,"Charles Quinlivan was a film and television actor in the United States in the 1950s, 1960s, and 1970s, best known as the star of the western movie Seven Guns to Mesa, and of the short-lived 1960 TV series Mr. Garlund."
2335,gender,Charles_Quinlivan,American_actors,Charles Quinlivan was a film and television ,"Charles Quinlivan died of a heart attack November 12, 1974 in Fountain Valley, California."
2336,gender,Charles_Quinlivan,American_actors,Charles Quinlivan died of a heart attack ,"Charles Quinlivan was a film and television actor in the United States in the 1950s, 1960s, and 1970s, best known as the star of the western movie Seven Guns to Mesa, and of the short-lived 1960 TV series Mr. Garlund."
2337,gender,Charles_Quinlivan,American_actors,Charles Quinlivan died of a heart attack ,"Charles Quinlivan died of a heart attack November 12, 1974 in Fountain Valley, California."
2338,gender,Aidan_Quinn,American_actors,"Aidan Quinn is an Irish American actor, ","Aidan Quinn is an Irish American actor, who made his film debut in Reckless."
2339,gender,Anthony_Quinn,American_actors,There is an Anthony Quinn Bay and ,"There is an Anthony Quinn Bay and Beach in Rhodes, Greece, just 2.7 miles south of the village of Faliraki."
2340,gender,Anthony_Tyler_Quinn,American_actors,Anthony Tyler Quinn is an American actor who ,"Anthony Tyler Quinn is an American actor who played Jonathan Turner on Boy Meets World from 1994 to 1997, a role he later reprised on Girl Meets World."
2341,gender,Louis_Quinn,American_actors,Louis Quinn was an American television and ,"Louis Quinn was an American television and film actor, best known for his role as Roscoe, the comic relief racetrack tout, from 1958 to 1963 in the ABC/Warner Brothers detective television series, 77 Sunset Strip."
2342,gender,Milton_Quon,American_actors,"Milton Quon was an American animator, artist ","Milton Quon was an American animator, artist and actor."
2343,gender,Mariann_Aalda,American_actresses,"Mariann Aalda is an American television, stage, ","Mariann Aalda is an American television, stage, film actress, performance artist, and stand-up comic."
2344,gender,Diahnne_Abbott,American_actresses,Diahnne Abbott is an American actress and ,Diahnne Abbott is an American actress and singer.
2345,gender,Jean_Acker,American_actresses,Jean Acker was an American film actress ,Jean Acker was an American film actress with a career dating from the silent film era through the 1950s.
2346,gender,Edie_Adams,American_actresses,"Edie Adams was an American comedienne, actress, ","Edie Adams was an American comedienne, actress, singer and businesswoman."
2347,gender,Joey_Lauren_Adams,American_actresses,Joey Lauren Adams is an American actress and ,Joey Lauren Adams is an American actress and director who has appeared in more than 40 films.
2348,gender,Julie_Adams,American_actresses,"Julie Adams was an American actress, billed ","Julie Adams was an American actress, billed as Julia Adams toward the beginning of her career, primarily known for her numerous television guest roles."
2349,gender,Lillian_Adams,American_actresses,Lillian Adams was an American actress who ,Lillian Adams was an American actress who appeared in over 100 film and television roles.
2350,gender,Christina_Aguilera,American_actresses,Christina Aguilera prominently displayed teen pop and ,"Christina Aguilera prominently displayed teen pop and dance-pop music, while Mi Reflejo takes inspiration from Latin music."
2351,gender,Christina_Aguilera,American_actresses,Christina Aguilera prominently displayed teen pop and ,Christina Aguilera: A Star is Made: The Unauthorized Biography.
2352,gender,Christina_Aguilera,American_actresses,Christina Aguilera: A Star is Made: The ,"Christina Aguilera prominently displayed teen pop and dance-pop music, while Mi Reflejo takes inspiration from Latin music."
2353,gender,Christina_Aguilera,American_actresses,Christina Aguilera: A Star is Made: The ,Christina Aguilera: A Star is Made: The Unauthorized Biography.
2354,gender,Jane_Alexander,American_actresses,"Jane Alexander is an American author, actress, ","Jane Alexander is an American author, actress, and former director of the National Endowment for the Arts."
2355,gender,Khandi_Alexander,American_actresses,"Khandi Alexander is an American dancer, choreographer ","Khandi Alexander is an American dancer, choreographer and actress."
2356,gender,Debbie_Allen,American_actresses,"In 2001, Allen opened the Debbie Allen ","In 2001, Allen opened the Debbie Allen Dance Academy in Los Angeles, California."
2357,gender,Debbie_Allen,American_actresses,"In 2001, Allen opened the Debbie Allen ","On February 4, 2009, Debbie Allen was honored for her contributions to dance and was presented with a Lifetime Achievement Award by Nia Peeples at The Carnival: Choreographer's Ball 10th anniversary show."
2358,gender,Debbie_Allen,American_actresses,"On February 4, 2009, Debbie Allen was ","In 2001, Allen opened the Debbie Allen Dance Academy in Los Angeles, California."
2359,gender,Debbie_Allen,American_actresses,"On February 4, 2009, Debbie Allen was ","On February 4, 2009, Debbie Allen was honored for her contributions to dance and was presented with a Lifetime Achievement Award by Nia Peeples at The Carnival: Choreographer's Ball 10th anniversary show."
2360,gender,Krista_Allen,American_actresses,Krista Allen is an American stand up ,Krista Allen is an American stand up comic and actress.
2361,gender,Andrea_Anders,American_actresses,"Andrea Anders is an American actress, known ","Andrea Anders is an American actress, known for her roles as Alex Garrett in the NBC sitcom Joey, Nicole Allen in the CBS sitcom The Class, and Linda Zwordling in the ABC sitcom Better Off Ted."
2362,gender,Melody_Anderson,American_actresses,Melody Anderson is a Canadian social worker ,Melody Anderson is a Canadian social worker and public speaker specializing in the impact of addiction on families.
2363,gender,Beverly_Archer,American_actresses,Beverly Archer is an American actress who ,Beverly Archer is an American actress who is perhaps best known for her television roles as Iola Boylen on Mama's Family and as Gunnery Sgt.
2364,gender,Ashley_Argota,American_actresses,Ashley Argota is an American actress and ,Ashley Argota is an American actress and singer.
2365,gender,Jillian_Armenante,American_actresses,Jillian Armenante is an American television and ,"Jillian Armenante is an American television and film actress, known for playing the role of Donna Kozlowski on the TV show Judging Amy."
2366,gender,Alexis_Arquette,American_actresses,"Alexis Arquette was an American actress, cabaret ","Alexis Arquette was an American actress, cabaret performer, underground cartoonist, and activist."
2367,gender,Jean_Arthur,American_actresses,Jean Arthur was an American Broadway actress ,"Jean Arthur was an American Broadway actress and a film star of the 1930s, 1940s, and early 1950s."
2368,gender,Jean_Arthur,American_actresses,Jean Arthur was an American Broadway actress ,"According to John Oller's biography, Jean Arthur: The Actress Nobody Knew, Arthur developed a kind of stage fright punctuated with bouts of psychosomatic illnesses."
2369,gender,Jean_Arthur,American_actresses,"According to John Oller's biography, Jean Arthur: ","Jean Arthur was an American Broadway actress and a film star of the 1930s, 1940s, and early 1950s."
2370,gender,Jean_Arthur,American_actresses,"According to John Oller's biography, Jean Arthur: ","According to John Oller's biography, Jean Arthur: The Actress Nobody Knew, Arthur developed a kind of stage fright punctuated with bouts of psychosomatic illnesses."
2371,gender,Mary_Astor,American_actresses,Her name was changed to Mary Astor ,"Her name was changed to Mary Astor during a conference among Paramount Pictures chief Jesse Lasky, film producer Walter Wanger, and gossip columnist Louella Parsons."
2372,gender,Mary_Astor,American_actresses,Her name was changed to Mary Astor ,Mary Astor's Purple Diary: The Great American Sex Scandal of 1936.
2373,gender,Mary_Astor,American_actresses,Mary Astor's Purple Diary: The Great American ,"Her name was changed to Mary Astor during a conference among Paramount Pictures chief Jesse Lasky, film producer Walter Wanger, and gossip columnist Louella Parsons."
2374,gender,Mary_Astor,American_actresses,Mary Astor's Purple Diary: The Great American ,Mary Astor's Purple Diary: The Great American Sex Scandal of 1936.
2375,gender,Margaret_Avery,American_actresses,Margaret Avery is an American actress and ,Margaret Avery is an American actress and singer.
2376,gender,Awkwafina,American_actresses,"Nora Lum, known professionally as Awkwafina, ","Nora Lum, known professionally as Awkwafina, is an American actress, comedian, writer, producer, and rapper."
2377,gender,Awkwafina,American_actresses,"Nora Lum, known professionally as Awkwafina, ","Awkwafina went on to receive further recognition for her supporting roles in the comedy films Neighbors 2: Sorority Rising, Ocean's 8, Crazy Rich Asians, and Jumanji: The Next Level."
2378,gender,Awkwafina,American_actresses,Awkwafina went on to receive further ,"Nora Lum, known professionally as Awkwafina, is an American actress, comedian, writer, producer, and rapper."
2379,gender,Awkwafina,American_actresses,Awkwafina went on to receive further ,"Awkwafina went on to receive further recognition for her supporting roles in the comedy films Neighbors 2: Sorority Rising, Ocean's 8, Crazy Rich Asians, and Jumanji: The Next Level."
2380,gender,Rochelle_Aytes,American_actresses,Rochelle Aytes is an American actress and ,Rochelle Aytes is an American actress and model.
2381,gender,Lauren_Bacall,American_actresses,Lauren Bacall was an American actress known ,Lauren Bacall was an American actress known for her distinctive voice and sultry looks.
2382,gender,Lauren_Bacall,American_actresses,Lauren Bacall was an American actress known ,"However, Bacall states in Lauren Bacall by Myself that when she was out with her friend Irving ""Swifty"" Lazar, they encountered the gossip columnist Louella Parsons, to whom Lazar revealed the news."
2383,gender,Lauren_Bacall,American_actresses,"However, Bacall states in Lauren Bacall by ",Lauren Bacall was an American actress known for her distinctive voice and sultry looks.
2384,gender,Lauren_Bacall,American_actresses,"However, Bacall states in Lauren Bacall by ","However, Bacall states in Lauren Bacall by Myself that when she was out with her friend Irving ""Swifty"" Lazar, they encountered the gossip columnist Louella Parsons, to whom Lazar revealed the news."
2385,gender,Barbara_Bach,American_actresses,"Barbara Bach, Lady Starkey is an American ","Barbara Bach, Lady Starkey is an American actress and model, best known for her role as the Bond girl Anya Amasova in The Spy Who Loved Me."
2386,gender,Mary_Badham,American_actresses,Mary Badham is an American actress who ,"Mary Badham is an American actress who portrayed Jean Louise ""Scout"" Finch in To Kill a Mockingbird, for which she was nominated for an Academy Award for Best Supporting Actress."
2387,gender,Jane_Badler,American_actresses,Jane Badler is an American actress and ,Jane Badler is an American actress and singer.
2388,gender,Erykah_Badu,American_actresses,"On March 26, 2015, Erykah Badu performed ","On March 26, 2015, Erykah Badu performed at The Bomb Factory in her hometown, Dallas, Texas, for the Deep Ellum venue's grand opening."
2389,gender,Erykah_Badu,American_actresses,"On March 26, 2015, Erykah Badu performed ",Erykah Badu and Kerby Jean-Raymond titled this collection after Gregory Bateson's idea Double bind.
2390,gender,Erykah_Badu,American_actresses,Erykah Badu and Kerby Jean-Raymond titled this ,"On March 26, 2015, Erykah Badu performed at The Bomb Factory in her hometown, Dallas, Texas, for the Deep Ellum venue's grand opening."
2391,gender,Erykah_Badu,American_actresses,Erykah Badu and Kerby Jean-Raymond titled this ,Erykah Badu and Kerby Jean-Raymond titled this collection after Gregory Bateson's idea Double bind.
2392,gender,Katherine_Bailess,American_actresses,"Katherine Bailess is an American actress, singer, ","Katherine Bailess is an American actress, singer, and dancer best known for playing the role of Erica Marsh on the CW's hit show One Tree Hill, Life and Death Brigade member Stephanie on Gilmore Girls, and Kyle Hart on the VH1 series Hit the Floor."
2393,gender,Pearl_Bailey,American_actresses,features Pearl Bailey High School.The 1969 song ,"features Pearl Bailey High School.The 1969 song ""We Got More Soul"" by Dyke and the Blazers includes Bailey in its roster of icons.A dress owned by Bailey is at the National Museum of African American History and Culture."
