,domain,name,category,prompts,wikipedia
4439,political_ideology,Conservatism_in_Australia,conservatism,The main issues that distinguish conservatism in Australia ,Conservatism in Australia refers to the political philosophy of conservatism as it has developed in Australia.
4440,political_ideology,Conservatism_in_Australia,conservatism,The main issues that distinguish conservatism in Australia ,"The main issues that distinguish conservatism in Australia have tended to be same-sex marriage, abortion rights, euthanasia, free speech, religious freedom, as well as immigration especially of Muslims."
4441,political_ideology,Social_conservatism_in_the_United_States,conservatism,Social conservatism in the United States is a political ideology focused ,Social conservatism in the United States is a political ideology focused on the preservation of traditional values and beliefs.
4442,political_ideology,Conservatism_in_Russia,conservatism,Conservatism in Russia is a broad system of ,"Conservatism in Russia is a broad system of political beliefs in Russia that is characterized by support for Christian values, Russian imperialism, statism, anti-communism, economic intervention, advocacy for the historical Russian sphere of influence and a rejection of Western culture, economic liberalism and modernism.As opposed to other conservative movements, Russian conservatism is seen as defending the established institutions of its time, such as the Tsarist and Soviet strong-man rule."
4443,political_ideology,Liberalism_and_conservatism_in_Latin_America,conservatism,Liberalism and conservatism in Latin America have unique historical roots as ,Liberalism and conservatism in Latin America have unique historical roots as Latin American independence began to occur in 1808 after the French Revolution and the subsequent Napoleonic Wars that eventually engulfed all of Europe.
4444,political_ideology,Nationalism,nationalism,Nationalism is an idea and movement ,Nationalism is an idea and movement that promotes the interests of a particular nation especially with the aim of gaining and maintaining the nation's sovereignty over its homeland.
4445,political_ideology,Nationalism,nationalism,Nationalism is an idea and movement ,"Nationalism holds that each nation should govern itself, free from outside interference, that a nation is a natural and ideal basis for a polity, and that the nation is the only rightful source of political power."
4446,political_ideology,Nationalism,nationalism,Nationalism holds that each nation should ,Nationalism is an idea and movement that promotes the interests of a particular nation especially with the aim of gaining and maintaining the nation's sovereignty over its homeland.
4447,political_ideology,Nationalism,nationalism,Nationalism holds that each nation should ,"Nationalism holds that each nation should govern itself, free from outside interference, that a nation is a natural and ideal basis for a polity, and that the nation is the only rightful source of political power."
4448,political_ideology,Anarchism_and_nationalism,nationalism,Anarchism and nationalism both emerged in Europe following ,"Anarchism and nationalism both emerged in Europe following the French Revolution of 1789, and have a long and durable relationship going back at least to Mikhail Bakunin and his involvement with the Pan-Slavic movement prior to his conversion to anarchism."
4449,political_ideology,Corporate_nationalism,nationalism,Corporate nationalism is a phrase that is ,"Corporate nationalism is a phrase that is used to convey various meanings:

A political culture in which members believe the basic unit of society and the primary concern of the state is the corporate group rather than the individual, and the interests of the corporate group are the same as the interest of the nation."
4450,political_ideology,Corporate_nationalism,nationalism,Corporate nationalism is a phrase that is ,Sport and Corporate Nationalisms
4451,political_ideology,Corporate_nationalism,nationalism,Sport and Corporate ,"Corporate nationalism is a phrase that is used to convey various meanings:

A political culture in which members believe the basic unit of society and the primary concern of the state is the corporate group rather than the individual, and the interests of the corporate group are the same as the interest of the nation."
4452,political_ideology,Corporate_nationalism,nationalism,Sport and Corporate ,Sport and Corporate Nationalisms
4453,political_ideology,Cultural_nationalism,nationalism,Cultural nationalism is a form of nationalism ,Cultural nationalism is a form of nationalism in which the nation is defined by a shared culture.
4454,political_ideology,Cultural_nationalism,nationalism,Cultural nationalism is a form of nationalism ,"""Cultural nationalism"" does not tend to manifest itself in independent movements, but is a moderate position within a larger spectrum of nationalist ideology."
4455,political_ideology,Cultural_nationalism,nationalism,"""Cultural nationalism"" does not tend to manifest ",Cultural nationalism is a form of nationalism in which the nation is defined by a shared culture.
4456,political_ideology,Cultural_nationalism,nationalism,"""Cultural nationalism"" does not tend to manifest ","""Cultural nationalism"" does not tend to manifest itself in independent movements, but is a moderate position within a larger spectrum of nationalist ideology."
4457,political_ideology,White_nationalism,nationalism,White nationalism is a type of nationalism ,White nationalism is a type of nationalism or pan-nationalism which espouses the belief that white people are a race and seeks to develop and maintain a white racial and national identity.
4458,political_ideology,White_nationalism,nationalism,White nationalism is a type of nationalism ,"White nationalism is sometimes described as a euphemism for, or subset of, white supremacism, and the two have been used interchangeably by journalists and analysts."
4459,political_ideology,White_nationalism,nationalism,White nationalism is sometimes described as a ,White nationalism is a type of nationalism or pan-nationalism which espouses the belief that white people are a race and seeks to develop and maintain a white racial and national identity.
4460,political_ideology,White_nationalism,nationalism,White nationalism is sometimes described as a ,"White nationalism is sometimes described as a euphemism for, or subset of, white supremacism, and the two have been used interchangeably by journalists and analysts."
4461,political_ideology,Racial_nationalism,nationalism,An extreme version is racial ,An extreme version is racial nationalism.
4462,political_ideology,Revolutionary_nationalism,nationalism,"Revolutionary nationalism, also known as radical nationalism, ","Revolutionary nationalism, also known as radical nationalism, is an ideological theory that calls for a national community united by a shared sense of purpose and destiny."
4463,political_ideology,Revolutionary_nationalism,nationalism,"Revolutionary nationalism, also known as radical nationalism, ",Revolutionary nationalism is sometimes identified with proletarian nationalism.
4464,political_ideology,Revolutionary_nationalism,nationalism,Revolutionary nationalism is sometimes identified with proletarian ,"Revolutionary nationalism, also known as radical nationalism, is an ideological theory that calls for a national community united by a shared sense of purpose and destiny."
4465,political_ideology,Revolutionary_nationalism,nationalism,Revolutionary nationalism is sometimes identified with proletarian ,Revolutionary nationalism is sometimes identified with proletarian nationalism.
4466,political_ideology,Queer_nationalism,nationalism,Queer nationalism is a phenomenon related both ,Queer nationalism is a phenomenon related both to the gay and lesbian liberation movement and nationalism.
4467,political_ideology,Queer_nationalism,nationalism,Queer nationalism is a phenomenon related both ,"Walker classifies queer nationalism as one of the new cultural forms of nationalism which are distinct from the old ethnic and religious types of nationalism and concludes that the gay and lesbian community fulfils many criteria to be regarded as a people for the following reasons:

All forms of nationalism began as social movements, which queer nationalism is—a group of people set apart from those around them by in-group attitudes and discrimination from others."
4468,political_ideology,Queer_nationalism,nationalism,Walker classifies queer nationalism as one of ,Queer nationalism is a phenomenon related both to the gay and lesbian liberation movement and nationalism.
4469,political_ideology,Queer_nationalism,nationalism,Walker classifies queer nationalism as one of ,"Walker classifies queer nationalism as one of the new cultural forms of nationalism which are distinct from the old ethnic and religious types of nationalism and concludes that the gay and lesbian community fulfils many criteria to be regarded as a people for the following reasons:

All forms of nationalism began as social movements, which queer nationalism is—a group of people set apart from those around them by in-group attitudes and discrimination from others."
4470,political_ideology,Black_nationalism,nationalism,Black nationalism is a type of political ,"Black nationalism is a type of political thought that seeks to promote, develop and maintain a black race identity for people of African ancestry."
4471,political_ideology,Black_nationalism,nationalism,Black nationalism is a type of political ,"During the 1960s, black nationalism influenced the Black Panther Party and the broader Black Power movement."
4472,political_ideology,Black_nationalism,nationalism,"During the 1960s, black nationalism influenced the ","Black nationalism is a type of political thought that seeks to promote, develop and maintain a black race identity for people of African ancestry."
4473,political_ideology,Black_nationalism,nationalism,"During the 1960s, black nationalism influenced the ","During the 1960s, black nationalism influenced the Black Panther Party and the broader Black Power movement."
4474,political_ideology,Musical_nationalism,nationalism,Musical nationalism refers to the use of ,"Musical nationalism refers to the use of musical ideas or motifs that are identified with a specific country, region, or ethnicity, such as folk tunes and melodies, rhythms, and harmonies inspired by them."
4475,political_ideology,Musical_nationalism,nationalism,Musical nationalism refers to the use of ,Examples of musical nationalism abound in the output of the romantic era.
4476,political_ideology,Musical_nationalism,nationalism,Examples of musical nationalism abound in the ,"Musical nationalism refers to the use of musical ideas or motifs that are identified with a specific country, region, or ethnicity, such as folk tunes and melodies, rhythms, and harmonies inspired by them."
4477,political_ideology,Musical_nationalism,nationalism,Examples of musical nationalism abound in the ,Examples of musical nationalism abound in the output of the romantic era.
4478,political_ideology,Types_of_nationalism,nationalism,"Arguably, all types of nationalism merely refer to ","Arguably, all types of nationalism merely refer to different ways academics throughout the years have tried to define nationalism."
4479,political_ideology,Left-wing_nationalism,nationalism,"Left-wing nationalism or leftist nationalism, also known ","Left-wing nationalism or leftist nationalism, also known as social nationalism and referred to as nationalist socialism or socialist nationalism, is a form of nationalism based upon social equality, popular sovereignty and national self-determination."
4480,political_ideology,Left-wing_nationalism,nationalism,"Left-wing nationalism or leftist nationalism, also known ","Left-wing nationalism can also include anti-imperialism and national liberation movements.Left-wing nationalism stands in contrast to right-wing politics and right-wing nationalism, often rejecting ethno-nationalism to this same end, although some forms of leftist nationalism have included a platform of racialism, favoring a homogeneous society, a rejection of minorities and opposition to immigration.Notable left-wing nationalist movements have included Subhas Chandra Bose's Indian National Army which promoted independence of India from Britain; Quebec nationalism and the Parti Québécois, Québec solidaire and Bloc québécois; the Mukti Bahini in Bangladesh; Sinn Féin, an Irish republican party; Basque nationalism and the EH Bildu coalition; the Catalan independence movement; the Galician nationalism and Galician Nationalist Bloc party; the League of Communists of Yugoslavia; the Malay Nationalist Party of Malaysia; the African National Congress of South Africa under Nelson Mandela; the 26th of July Movement in Cuba; Labor Zionism in Israel and the Vietcong in Vietnam."
4481,political_ideology,Left-wing_nationalism,nationalism,Left-wing nationalism can also include anti-imperialism and ,"Left-wing nationalism or leftist nationalism, also known as social nationalism and referred to as nationalist socialism or socialist nationalism, is a form of nationalism based upon social equality, popular sovereignty and national self-determination."
4482,political_ideology,Left-wing_nationalism,nationalism,Left-wing nationalism can also include anti-imperialism and ,"Left-wing nationalism can also include anti-imperialism and national liberation movements.Left-wing nationalism stands in contrast to right-wing politics and right-wing nationalism, often rejecting ethno-nationalism to this same end, although some forms of leftist nationalism have included a platform of racialism, favoring a homogeneous society, a rejection of minorities and opposition to immigration.Notable left-wing nationalist movements have included Subhas Chandra Bose's Indian National Army which promoted independence of India from Britain; Quebec nationalism and the Parti Québécois, Québec solidaire and Bloc québécois; the Mukti Bahini in Bangladesh; Sinn Féin, an Irish republican party; Basque nationalism and the EH Bildu coalition; the Catalan independence movement; the Galician nationalism and Galician Nationalist Bloc party; the League of Communists of Yugoslavia; the Malay Nationalist Party of Malaysia; the African National Congress of South Africa under Nelson Mandela; the 26th of July Movement in Cuba; Labor Zionism in Israel and the Vietcong in Vietnam."
4483,political_ideology,Bourgeois_nationalism,nationalism,"In Marxism, bourgeois nationalism is the practice ","In Marxism, bourgeois nationalism is the practice by the ruling classes of deliberately dividing people by nationality, race, ethnicity, or religion, so as to distract them from initiating class warfare."
4484,political_ideology,Civic_nationalism,nationalism,"Civic nationalism, also known as liberal nationalism, ","Civic nationalism, also known as liberal nationalism, is a form of nationalism identified by political philosophers who believe in an inclusive form of nationalism that adheres to traditional liberal values of freedom, tolerance, equality, and individual rights.Civic nationalists often defend the value of national identity by saying that individuals need a national identity in order to lead meaningful, autonomous lives and that democratic polities need national identity in order to function properly."
4485,political_ideology,Civic_nationalism,nationalism,"Civic nationalism, also known as liberal nationalism, ",Civic nationalism is frequently contrasted with ethnic nationalism.
4486,political_ideology,Civic_nationalism,nationalism,Civic nationalism is frequently contrasted with ethnic ,"Civic nationalism, also known as liberal nationalism, is a form of nationalism identified by political philosophers who believe in an inclusive form of nationalism that adheres to traditional liberal values of freedom, tolerance, equality, and individual rights.Civic nationalists often defend the value of national identity by saying that individuals need a national identity in order to lead meaningful, autonomous lives and that democratic polities need national identity in order to function properly."
4487,political_ideology,Civic_nationalism,nationalism,Civic nationalism is frequently contrasted with ethnic ,Civic nationalism is frequently contrasted with ethnic nationalism.
4488,political_ideology,Economic_nationalism,nationalism,"Economic nationalism, also called economic patriotism and ","Economic nationalism, also called economic patriotism and economic populism, is an ideology that favors state interventionism over other market mechanisms, with policies such as domestic control of the economy, labor, and capital formation, even if this requires the imposition of tariffs and other restrictions on the movement of labor, goods and capital.Economic nationalists oppose globalization or at least question the benefits of unrestricted free trade, favoring protectionism."
4489,political_ideology,Business_nationalism,nationalism,Business nationalism is an economic nationalist ideology ,Business nationalism is an economic nationalist ideology held by a sector of the political right in the United States.Business nationalists are conservative business and industrial leaders who favor a protectionist trade policy and an isolationist foreign policy.
4490,political_ideology,Business_nationalism,nationalism,Business nationalism is an economic nationalist ideology ,Business nationalism carries with it its right-wing baggage.
4491,political_ideology,Business_nationalism,nationalism,Business nationalism carries with it its right-wing ,Business nationalism is an economic nationalist ideology held by a sector of the political right in the United States.Business nationalists are conservative business and industrial leaders who favor a protectionist trade policy and an isolationist foreign policy.
4492,political_ideology,Business_nationalism,nationalism,Business nationalism carries with it its right-wing ,Business nationalism carries with it its right-wing baggage.
4493,political_ideology,Ethnic_nationalism,nationalism,"Ethnic nationalism, also known as ethnonationalism, is ","Ethnic nationalism, also known as ethnonationalism, is a form of nationalism wherein the nation is defined in terms of ethnicity.The central theme of ethnic nationalists is that ""nations are defined by a shared heritage, which usually includes a common language, a common faith, and a common ethnic ancestry""."
4494,political_ideology,Ethnic_nationalism,nationalism,"Ethnic nationalism, also known as ethnonationalism, is ","While some types of ethnic nationalism are firmly rooted in the idea of ethnicity as an immutable inherited characteristic, often ethnic nationalism also manifests in the assimilation of minority ethnic groups into the dominant group."
4495,political_ideology,Ethnic_nationalism,nationalism,While some types of ethnic nationalism are ,"Ethnic nationalism, also known as ethnonationalism, is a form of nationalism wherein the nation is defined in terms of ethnicity.The central theme of ethnic nationalists is that ""nations are defined by a shared heritage, which usually includes a common language, a common faith, and a common ethnic ancestry""."
4496,political_ideology,Ethnic_nationalism,nationalism,While some types of ethnic nationalism are ,"While some types of ethnic nationalism are firmly rooted in the idea of ethnicity as an immutable inherited characteristic, often ethnic nationalism also manifests in the assimilation of minority ethnic groups into the dominant group."
4497,political_ideology,Expansionist_nationalism,nationalism,"Expansionist nationalism, is an aggressive radical form ","Expansionist nationalism, is an aggressive radical form of nationalism or ethnic nationalism that incorporates autonomous, heightened ethnic consciousness and patriotic sentiments with atavistic fears and hatreds focused on ""other"" or foreign peoples, framing a belief in expansion or recovery of formerly owned territories through militaristic means."
4498,political_ideology,Expansionist_nationalism,nationalism,"Expansionist nationalism, is an aggressive radical form ",Expansionist nationalism therefore asserts the state's right to increase its borders at the expense of its neighbors.
4499,political_ideology,Expansionist_nationalism,nationalism,Expansionist nationalism therefore asserts the state's right ,"Expansionist nationalism, is an aggressive radical form of nationalism or ethnic nationalism that incorporates autonomous, heightened ethnic consciousness and patriotic sentiments with atavistic fears and hatreds focused on ""other"" or foreign peoples, framing a belief in expansion or recovery of formerly owned territories through militaristic means."
4500,political_ideology,Expansionist_nationalism,nationalism,Expansionist nationalism therefore asserts the state's right ,Expansionist nationalism therefore asserts the state's right to increase its borders at the expense of its neighbors.
4501,political_ideology,Integral_nationalism,nationalism,Integral nationalism is a type of nationalism ,"Integral nationalism is a type of nationalism that originated in 19th-century France, was theorized by Charles Maurras and mainly expressed in the ultra-royalist circles of Action Française."
4502,political_ideology,Integral_nationalism,nationalism,Integral nationalism is a type of nationalism ,"Royalism is integral nationalism because without a king, all that the nationalists want to keep will weaken first and then perish."
4503,political_ideology,Integral_nationalism,nationalism,Royalism is integral nationalism because without a ,"Integral nationalism is a type of nationalism that originated in 19th-century France, was theorized by Charles Maurras and mainly expressed in the ultra-royalist circles of Action Française."
4504,political_ideology,Integral_nationalism,nationalism,Royalism is integral nationalism because without a ,"Royalism is integral nationalism because without a king, all that the nationalists want to keep will weaken first and then perish."
4505,political_ideology,Liberal_nationalism,nationalism,"Civic nationalism, also known as liberal nationalism, ","Civic nationalism, also known as liberal nationalism, is a form of nationalism identified by political philosophers who believe in an inclusive form of nationalism that adheres to traditional liberal values of freedom, tolerance, equality, and individual rights.Civic nationalists often defend the value of national identity by saying that individuals need a national identity in order to lead meaningful, autonomous lives and that democratic polities need national identity in order to function properly."
4506,political_ideology,Radical_nationalism,nationalism,"Revolutionary nationalism, also known as radical nationalism, ","Revolutionary nationalism, also known as radical nationalism, is an ideological theory that calls for a national community united by a shared sense of purpose and destiny."
4507,political_ideology,Radical_nationalism,nationalism,"Revolutionary nationalism, also known as radical nationalism, ","This intellectual synthesis of ""radical nationalism and dissident socialist"" formed in France and Italy at the beginning of the 20th century."
4508,political_ideology,Radical_nationalism,nationalism,"This intellectual synthesis of ""radical nationalism and ","Revolutionary nationalism, also known as radical nationalism, is an ideological theory that calls for a national community united by a shared sense of purpose and destiny."
4509,political_ideology,Radical_nationalism,nationalism,"This intellectual synthesis of ""radical nationalism and ","This intellectual synthesis of ""radical nationalism and dissident socialist"" formed in France and Italy at the beginning of the 20th century."
4510,political_ideology,Romantic_nationalism,nationalism,Romantic nationalism is the form of nationalism ,Romantic nationalism is the form of nationalism in which the state derives its political legitimacy as an organic consequence of the unity of those it governs.
4511,political_ideology,Romantic_nationalism,nationalism,Romantic nationalism is the form of nationalism ,"Romantic nationalism arose in reaction to dynastic or imperial hegemony, which assessed the legitimacy of the state from the top down, emanating from a monarch or other authority, which justified its existence."
4512,political_ideology,Romantic_nationalism,nationalism,Romantic nationalism arose in reaction to dynastic ,Romantic nationalism is the form of nationalism in which the state derives its political legitimacy as an organic consequence of the unity of those it governs.
4513,political_ideology,Romantic_nationalism,nationalism,Romantic nationalism arose in reaction to dynastic ,"Romantic nationalism arose in reaction to dynastic or imperial hegemony, which assessed the legitimacy of the state from the top down, emanating from a monarch or other authority, which justified its existence."
4514,political_ideology,Soviet_nationalism,nationalism,"However, the concept of ""Soviet nationalism"" is ","However, the concept of ""Soviet nationalism"" is claimed to be a misnomer and inaccurate because Vladimir Lenin and the Bolsheviks were officially opposed to nationalism as being reactionary, a bourgeois creation, and contrary to the interests of proletarian class struggle and communist revolution."
4515,political_ideology,Territorial_nationalism,nationalism,Territorial nationalism describes a form of nationalism ,"Territorial nationalism describes a form of nationalism based on the belief that all inhabitants of a particular territory should share a common national identity, regardless of their ethnic, linguistic, religious, cultural and other differences."
4516,political_ideology,Territorial_nationalism,nationalism,Territorial nationalism describes a form of nationalism ,"According to territorial nationalism every individual must belong to a nation, but can choose which one to join."
4517,political_ideology,Territorial_nationalism,nationalism,According to territorial nationalism every individual must ,"Territorial nationalism describes a form of nationalism based on the belief that all inhabitants of a particular territory should share a common national identity, regardless of their ethnic, linguistic, religious, cultural and other differences."
4518,political_ideology,Territorial_nationalism,nationalism,According to territorial nationalism every individual must ,"According to territorial nationalism every individual must belong to a nation, but can choose which one to join."
4519,political_ideology,Religious_nationalism,nationalism,Religious nationalism is the relationship of nationalism ,"Religious nationalism is the relationship of nationalism to a particular religious belief, dogma, or affiliation."
4520,political_ideology,Religious_nationalism,nationalism,Religious nationalism is the relationship of nationalism ,"Indeed, religious nationalism may articulate itself as the binary of secular nationalism."
4521,political_ideology,Religious_nationalism,nationalism,"Indeed, religious nationalism may articulate itself as ","Religious nationalism is the relationship of nationalism to a particular religious belief, dogma, or affiliation."
4522,political_ideology,Religious_nationalism,nationalism,"Indeed, religious nationalism may articulate itself as ","Indeed, religious nationalism may articulate itself as the binary of secular nationalism."
4523,political_ideology,Christian_nationalism,nationalism,Christian nationalism is Christianity-affiliated religious ,Christian nationalism is Christianity-affiliated religious nationalism.
4524,political_ideology,Christian_nationalism,nationalism,Christian nationalism is Christianity-affiliated religious ,Christian nationalism played a role in this era in which Christians felt the impulse to recover lands in which Christianity flourished.
4525,political_ideology,Christian_nationalism,nationalism,Christian nationalism played a role in this ,Christian nationalism is Christianity-affiliated religious nationalism.
4526,political_ideology,Christian_nationalism,nationalism,Christian nationalism played a role in this ,Christian nationalism played a role in this era in which Christians felt the impulse to recover lands in which Christianity flourished.
4527,political_ideology,Hindu_nationalism,nationalism,Hindu nationalism has been collectively referred to ,"Hindu nationalism has been collectively referred to as the expression of social and political thought, based on the native spiritual and cultural traditions of the Indian subcontinent."
4528,political_ideology,Hindu_nationalism,nationalism,Hindu nationalism has been collectively referred to ,"Defenders of Hindu nationalism have tried to avoid the label ""nationalism"" by arguing that the use of the term ""Hindu nationalism"" to refer to Hindū rāṣṭravāda is a simplistic translation and is better described by the term ""Hindu polity"".The native thought streams became highly relevant in Indian history when they helped form a distinctive identity in relation to the Indian polity and provided a basis for questioning colonialism."
4529,political_ideology,Hindu_nationalism,nationalism,Defenders of Hindu nationalism have tried to ,"Hindu nationalism has been collectively referred to as the expression of social and political thought, based on the native spiritual and cultural traditions of the Indian subcontinent."
4530,political_ideology,Hindu_nationalism,nationalism,Defenders of Hindu nationalism have tried to ,"Defenders of Hindu nationalism have tried to avoid the label ""nationalism"" by arguing that the use of the term ""Hindu nationalism"" to refer to Hindū rāṣṭravāda is a simplistic translation and is better described by the term ""Hindu polity"".The native thought streams became highly relevant in Indian history when they helped form a distinctive identity in relation to the Indian polity and provided a basis for questioning colonialism."
4531,political_ideology,Sinhalese_Buddhist_nationalism,nationalism,Sinhalese Buddhist nationalism is a political ideology which ,"Sinhalese Buddhist nationalism is a political ideology which combines a focus upon Sinhalese culture and ethnicity with an emphasis upon Theravada Buddhism, which is the majority belief system of most of the Sinhalese in Sri Lanka."
4532,political_ideology,African_nationalism,nationalism,African nationalism is an umbrella term which ,"African nationalism is an umbrella term which refers to a group of political ideologies, mainly within Sub-Saharan Africa, which are based on the idea of national self-determination and the creation of nation states."
4533,political_ideology,African_nationalism,nationalism,African nationalism is an umbrella term which ,"Originally, African nationalism was based on demands for self-determination and played an important role in forcing the process of decolonisation of Africa."
4534,political_ideology,African_nationalism,nationalism,"Originally, African nationalism was based on demands ","African nationalism is an umbrella term which refers to a group of political ideologies, mainly within Sub-Saharan Africa, which are based on the idea of national self-determination and the creation of nation states."
4535,political_ideology,African_nationalism,nationalism,"Originally, African nationalism was based on demands ","Originally, African nationalism was based on demands for self-determination and played an important role in forcing the process of decolonisation of Africa."
4536,political_ideology,Algerian_nationalism,nationalism,Algerian nationalism has been shaped by Algerian-French ,"Algerian nationalism has been shaped by Algerian-French dichotomies; tensions between the French, the Berber and the Arabic language and culture; socialist as well as Islamic ideologies; and gendered symbols of nationhood—and continues to evolve in the present manifestations taking place in Algeria."
4537,political_ideology,Ethiopian_nationalism,nationalism,Ethiopian nationalism (Amharic: ኢትዮጵያዊነት Ītyop'iyawīnet; ,Ethiopian nationalism (Amharic: ኢትዮጵያዊነት Ītyop'iyawīnet; lit.
4538,political_ideology,Ethiopian_nationalism,nationalism,Ethiopian nationalism (Amharic: ኢትዮጵያዊነት Ītyop'iyawīnet; ,Ethiopian nationalism is a type of civic nationalism in that it is multi-ethnic and promotes diversity.
4539,political_ideology,Ethiopian_nationalism,nationalism,Ethiopian nationalism is a type of civic ,Ethiopian nationalism (Amharic: ኢትዮጵያዊነት Ītyop'iyawīnet; lit.
4540,political_ideology,Ethiopian_nationalism,nationalism,Ethiopian nationalism is a type of civic ,Ethiopian nationalism is a type of civic nationalism in that it is multi-ethnic and promotes diversity.
4541,political_ideology,Nigerian_nationalism,nationalism,Nigerian nationalism asserts that Nigerians are a ,Nigerian nationalism asserts that Nigerians are a nation and promotes the cultural unity of Nigerians.
4542,political_ideology,Nigerian_nationalism,nationalism,Nigerian nationalism asserts that Nigerians are a ,"Nigerian nationalism is a territorial nationalism, emphasizing a cultural connection of the people to the land — in particular the Niger and Benue rivers."
4543,political_ideology,Nigerian_nationalism,nationalism,"Nigerian nationalism is a territorial nationalism, emphasizing ",Nigerian nationalism asserts that Nigerians are a nation and promotes the cultural unity of Nigerians.
4544,political_ideology,Nigerian_nationalism,nationalism,"Nigerian nationalism is a territorial nationalism, emphasizing ","Nigerian nationalism is a territorial nationalism, emphasizing a cultural connection of the people to the land — in particular the Niger and Benue rivers."
4545,political_ideology,Somali_nationalism,nationalism,Somali nationalism is centered on the notion ,"Somali nationalism is centered on the notion that the Somali people share a common language, religion, culture and ethnicity, and as such constitute a nation unto themselves."
4546,political_ideology,Afrikaner_nationalism,nationalism,Afrikaner nationalism is a political ideology that ,Afrikaner nationalism is a political ideology that was born in the late nineteenth century among Afrikaners in South Africa.
4547,political_ideology,Afrikaner_nationalism,nationalism,Afrikaner nationalism is a political ideology that ,"After apartheid, Afrikaner nationalism has lost most of its support."
4548,political_ideology,Afrikaner_nationalism,nationalism,"After apartheid, Afrikaner nationalism has lost most ",Afrikaner nationalism is a political ideology that was born in the late nineteenth century among Afrikaners in South Africa.
4549,political_ideology,Afrikaner_nationalism,nationalism,"After apartheid, Afrikaner nationalism has lost most ","After apartheid, Afrikaner nationalism has lost most of its support."
4550,political_ideology,Argentine_nationalism,nationalism,Argentine nationalism refers to the nationalism of ,Argentine nationalism refers to the nationalism of Argentine people and Argentine culture.
4551,political_ideology,Brazilian_nationalism,nationalism,Brazilian nationalism refers to the nationalism of ,Brazilian nationalism refers to the nationalism of Brazilian people and Brazilian culture.
4552,political_ideology,Canadian_nationalism,nationalism,"Canadian nationalism seeks to promote the unity, ","Canadian nationalism seeks to promote the unity, independence, and well-being of Canada and Canadians."
4553,political_ideology,Canadian_nationalism,nationalism,"Canadian nationalism seeks to promote the unity, ",Canadian nationalism has been a significant political force since the 19th century and has typically manifested itself as seeking to advance Canada's independence from influence of the United Kingdom and the United States of America.
4554,political_ideology,Canadian_nationalism,nationalism,Canadian nationalism has been a significant political ,"Canadian nationalism seeks to promote the unity, independence, and well-being of Canada and Canadians."
4555,political_ideology,Canadian_nationalism,nationalism,Canadian nationalism has been a significant political ,Canadian nationalism has been a significant political force since the 19th century and has typically manifested itself as seeking to advance Canada's independence from influence of the United Kingdom and the United States of America.
4556,political_ideology,Quebec_nationalism,nationalism,Quebec nationalism or Québécois nationalism asserts that ,"Quebec nationalism or Québécois nationalism asserts that the Québécois people are a nation, distinct from the rest of Canada; it promotes the unity of the Québécois people in the province of Quebec."
4557,political_ideology,Quebec_nationalism,nationalism,Quebec nationalism or Québécois nationalism asserts that ,Quebec nationalism was first known as French Canadian nationalism.
4558,political_ideology,Quebec_nationalism,nationalism,Quebec nationalism was first known as French ,"Quebec nationalism or Québécois nationalism asserts that the Québécois people are a nation, distinct from the rest of Canada; it promotes the unity of the Québécois people in the province of Quebec."
4559,political_ideology,Quebec_nationalism,nationalism,Quebec nationalism was first known as French ,Quebec nationalism was first known as French Canadian nationalism.
4560,political_ideology,American_nationalism,nationalism,"American nationalism, or United States nationalism, is ","American nationalism, or United States nationalism, is a form of civic nationalism, cultural nationalism, economic nationalism or ethnic nationalism found in the United States."
4561,political_ideology,American_nationalism,nationalism,"American nationalism, or United States nationalism, is ",The spirit of American nationalism had returned to Dixie.
4562,political_ideology,American_nationalism,nationalism,The spirit of American nationalism had returned ,"American nationalism, or United States nationalism, is a form of civic nationalism, cultural nationalism, economic nationalism or ethnic nationalism found in the United States."
4563,political_ideology,American_nationalism,nationalism,The spirit of American nationalism had returned ,The spirit of American nationalism had returned to Dixie.
4564,political_ideology,Arab_nationalism,nationalism,Arab nationalism is a nationalist ideology that ,"Arab nationalism is a nationalist ideology that asserts the Arabs are a nation and promotes the unity of Arab people, celebrating the glories of Arab civilization, the language and literature of the Arabs, calling for rejuvenation and political union in the Arab world."
4565,political_ideology,Arab_nationalism,nationalism,Arab nationalism is a nationalist ideology that ,"Arab nationalism is the ""sum total"" of the characteristics and qualities exclusive to the Arab nation, whereas pan-Arab unity is the modern idea that stipulates that the separate Arab countries must unify to form a single state under one political system.Local patriotism centered on individual Arab countries was incorporated into the framework of Arab nationalism starting in the 1920s."
4566,political_ideology,Arab_nationalism,nationalism,"Arab nationalism is the ""sum total"" of ","Arab nationalism is a nationalist ideology that asserts the Arabs are a nation and promotes the unity of Arab people, celebrating the glories of Arab civilization, the language and literature of the Arabs, calling for rejuvenation and political union in the Arab world."
4567,political_ideology,Arab_nationalism,nationalism,"Arab nationalism is the ""sum total"" of ","Arab nationalism is the ""sum total"" of the characteristics and qualities exclusive to the Arab nation, whereas pan-Arab unity is the modern idea that stipulates that the separate Arab countries must unify to form a single state under one political system.Local patriotism centered on individual Arab countries was incorporated into the framework of Arab nationalism starting in the 1920s."
4568,political_ideology,Lebanese_nationalism,nationalism,Lebanese nationalism is a nationalistic ideology that ,Lebanese nationalism is a nationalistic ideology that considers the Lebanese people are a distinct nation independent from the Arab world.
